ID,PIN,Address,Managing Organization,Property Status,Date of Acquisition,Date of Disposition,Sq. Ft.,Ward,Community Area Number,Community Area Name,Zoning Classification,Zip Code,Last Update,X Coordinate,Y Coordinate,Latitude,Longitude,Location
36061,20-17-401-033-0000,5922 S ABERDEEN ST,,Owned by City,,,0,16,68,ENGLEWOOD,RS-3,60621,5/22/2018,1169902.065,1865415.61,41.7861967,-87.6525946,"(41.78619667784828, -87.65259457294934)"
37321,25-36-406-011-0000,13429 S CALHOUN AVE,,Owned by City,,,0,,,,,0,5/22/2018,0,0,0,0,"(0.0, 0.0)"
22356,25-24-423-014-0000,12039 S HOXIE AVE,DPD - Open Space,Owned by City,,,0,,,,,0,5/22/2018,0,0,0,0,"(0.0, 0.0)"
36353,20-18-425-029-0000,6228 S WOLCOTT AVE,None,Owned by City,,,0,15,67,WEST ENGLEWOOD,RS-3,60636,8/1/2018,1164664.87,1863216.94,41.7802754,-87.6718588,"(41.780275424842586, -87.67185879573744)"
21614,20-21-310-002-0000,6805 S PARNELL AVE,DPD - Large Lots,Sold,,,0,6,68,ENGLEWOOD,RT-4,60621,8/8/2018,1173846.32,1859715.54,41.7704684,-87.6383019,"(41.77046844266266, -87.63830192807201)"
61597,20-21-126-027-0000,6620 S PARNELL AVE,None,Owned by City,,,0,6,68,ENGLEWOOD,RT-4,60621,4/2/2019,1173631.6,1860879.3,41.7736667,-87.6390546,"(41.77366669366139, -87.63905456661075)"
22392,25-25-208-045-0000,12348 S LUELLA AVE,,Owned by City,,,0,,,,,0,5/22/2018,0,0,0,0,"(0.0, 0.0)"
23828,25-15-317-040-0000,10925 S WABASH AVE,None,Owned by City,,,0,9,49,ROSELAND,RS-3,60628,8/1/2018,1178612.746,1832421.162,41.6954623,-87.6216575,"(41.695462256707096, -87.62165749011953)"
15842,17-35-101-004-0000,3707 S ELLIS AVE,,Owned by City,,,0,4,36,OAKLAND,RM-5,60653,5/22/2018,1182182.956,1880741.757,41.8279772,-87.6070922,"(41.827977212797634, -87.60709222389583)"
15966,17-21-318-021-0000,1910 S CANALPORT AVE,,Sold,,,2500,11,31,LOWER WEST SIDE,RT-4,60616,5/22/2018,1172471.15,1891156.53,41.856776,-87.6424161,"(41.85677598609109, -87.64241611906216)"
10836,16-13-302-022-0000,2942 W FLOURNOY ST,DPD - Large Lots,Sold,,,2863,28,27,EAST GARFIELD PARK,RT-4,60612,8/8/2018,1156668.665,1896978.352,41.873086,-87.7002623,"(41.87308597152104, -87.70026230585593)"
34852,20-20-104-001-0000,1357 W 63RD ST,None,Owned by City,7/8/2009,,0,16,67,WEST ENGLEWOOD,PD 911,0,6/18/2020,1168142.869,1862882.716,41.7792841,-87.6591175,"(41.77928414895555, -87.6591174827491)"
67356,25-17-316-009-0000,10922 S VINCENNES AVE,None,Not City Owned,,,3125,19,75,MORGAN PARK,RS-3,60643,7/2/2019,1167720.343,1832255.647,41.6952481,-87.661543,"(41.69524810902415, -87.66154296587447)"
16521,20-16-317-032-0000,6114 S STEWART AVE,None,Owned by City,1/23/2006,,0,20,68,ENGLEWOOD,RS-3,60621,1/8/2020,1174572.961,1864306.44,41.7830502,-87.6355018,"(41.78305023945662, -87.63550180349327)"
61592,20-21-128-004-0000,6641 S PARNELL AVE,None,Owned by City,,,0,6,68,ENGLEWOOD,RT-4,60621,4/2/2019,1173809.448,1860696.325,41.7731606,-87.638408,"(41.773160648264046, -87.63840803526797)"
67643,26-06-211-045-0000,8854 S BALTIMORE AVE,None,Not City Owned,,,3500,10,46,SOUTH CHICAGO,RS-3,0,7/2/2019,1198398.647,1846624.412,41.7339658,-87.5487421,"(41.73396577096965, -87.54874208371069)"
34698,25-17-334-046-0000,1217 W 110TH PL,None,Owned by City,,,0,34,75,MORGAN PARK,RS-3,60643,8/1/2018,1170083.81,1831410.303,41.6928774,-87.652914,"(41.692877438565496, -87.65291398964789)"
63053,20-18-431-002-0000,6205 S MARSHFIELD AVE,,Owned by City,,,0,16,67,WEST ENGLEWOOD,RS-3,60636,4/3/2019,1166445.587,1863521.192,41.7810726,-87.6653217,"(41.78107255549405, -87.66532172034367)"
23868,25-24-206-001-0000,11601 S YATES AVE,DPD - Open Space,Owned by City,,,0,,,,,0,5/22/2018,0,0,0,0,"(0.0, 0.0)"
24846,25-22-300-005-0000,11517 S STATE ST,,Sold,,,0,9,53,WEST PULLMAN,B3-1,60628,5/22/2018,1178479.649,1828488.747,41.6846742,-87.6222636,"(41.68467415621866, -87.62226364857511)"
17057,20-17-407-028-0000,5940 S HALSTED ST,None,Owned by City,,,0,16,68,ENGLEWOOD,B2-2,60621,4/10/2019,1171891.585,1865285.57,41.7857964,-87.6453038,"(41.785796376953506, -87.64530383045194)"
19433,21-30-304-031-0000,2605 E 75TH ST,DPD - Real Estate,Owned by City,2/3/2016,,13652,7,43,SOUTH SHORE,B3-2,60649,2/28/2019,1194929.447,1855583.962,41.7586376,-87.5611568,"(41.75863757466027, -87.56115675929316)"
17262,20-17-122-018-0000,5741 S THROOP ST,DPD - Large Lots,Owned by City,,,0,16,67,WEST ENGLEWOOD,RS-3,60636,8/1/2018,1168737.51,1866529.94,41.7892798,-87.6568323,"(41.789279754359434, -87.6568322643827)"
37172,20-08-117-022-0000,4910 S LAFLIN ST,DPD - Large Lots,Owned by City,,,0,20,61,NEW CITY,RT-4,60609,8/1/2018,1167069.69,1872097.12,41.8045926,-87.6627884,"(41.80459259933474, -87.66278839109272)"
17662,20-15-304-030-0000,5925 S CALUMET AVE,,Owned by City,2/9/1977,,0,20,40,WASHINGTON PARK,RM-5,60637,1/8/2020,1179383.34,1865589.92,41.7864638,-87.6178264,"(41.78646375046979, -87.61782638773238)"
67354,25-17-309-015-0000,1508 W 109TH ST,None,Not City Owned,,,0,34,75,MORGAN PARK,RS-3,60643,7/2/2019,1168070.931,1832487.638,41.6958772,-87.6602527,"(41.69587721963581, -87.66025270757513)"
62063,20-10-217-037-0000,4932 S FORRESTVILLE AVE,DPD - Real Estate,Sold,,6/2/2017,3123,4,38,GRAND BOULEVARD,RM-5,60615,3/14/2019,1180722.592,1872285.562,41.8048065,-87.6127103,"(41.80480650057083, -87.61271025122484)"
36107,20-17-304-035-0000,5930 S ADA ST,None,Owned by City,,,0,16,67,WEST ENGLEWOOD,RS-3,60636,8/1/2018,1168249.77,1865271.65,41.7858374,-87.6586569,"(41.78583737370467, -87.65865685304736)"
9557,16-15-425-014-0000,4326 W ROOSEVELT RD,None,Owned by City,,,0,24,29,NORTH LAWNDALE,PD 1352,0,7/14/2020,1147615.23,1894449.38,41.8663246,-87.7335669,"(41.86632459084509, -87.7335669472625)"
67500,20-36-119-002-0000,8205 S CORNELL AVE,None,Not City Owned,,,6250,8,45,AVALON PARK,RS-3,60617,7/2/2019,1188789.786,1850832.885,41.7457492,-87.5838095,"(41.74574920869596, -87.58380948270808)"
34364,25-21-329-041-0000,710 W 119TH ST,,Owned by City,,,0,34,53,WEST PULLMAN,B1-1,60628,5/22/2018,1173636.31,1826051.25,41.6780936,-87.6400655,"(41.678093608292635, -87.64006552174209)"
11123,16-13-122-028-0000,2912 W VAN BUREN ST,None,Owned by City,10/8/1991,,0,27,27,EAST GARFIELD PARK,C1-3,60612,6/5/2019,1156956.011,1898063.547,41.876058,-87.6991779,"(41.87605803530124, -87.69917788166107)"
17448,20-17-128-017-0000,1336 W 59TH ST,,Owned by City,,,0,16,67,WEST ENGLEWOOD,C2-1,0,5/22/2018,1168246.252,1865733.79,41.7871056,-87.6586565,"(41.78710561726771, -87.6586564545771)"
63060,20-22-228-027-0000,6614 S CHAMPLAIN AVE,,Owned by City,,,0,20,42,WOODLAWN,RT-4,60637,4/3/2019,1181665.857,1861216.045,41.774409,-87.6095926,"(41.77440899816844, -87.60959256348008)"
17998,20-09-300-025-0000,5110 S EMERALD AVE,,Owned by City,5/8/2002,,0,20,61,NEW CITY,RS-3,60609,1/8/2020,1172080.228,1870904.845,41.8012121,-87.6444471,"(41.8012121352941, -87.64444707878883)"
23055,25-24-217-020-0000,11749 S HOXIE AVE,DPD - Open Space,Owned by City,,,0,,,,,0,5/22/2018,0,0,0,0,"(0.0, 0.0)"
38195,20-19-421-040-0000,6944 S PAULINA ST,None,Owned by City,,,0,17,67,WEST ENGLEWOOD,RS-3,60636,8/1/2018,1166119.713,1858449.89,41.7671632,-87.6666606,"(41.767163181616205, -87.66666057145777)"
58573,16-11-308-028-0000,3842 W WEST END AVE,None,Owned by City,3/9/1982,,0,28,26,WEST GARFIELD PARK,RM-5,60624,3/5/2019,1150618.186,1900579.425,41.883088,-87.7223825,"(41.88308802135674, -87.72238254526425)"
63371,20-08-422-014-0000,837 W 53RD PL,,Owned by City,,,0,20,61,NEW CITY,RS-3,60609,4/3/2019,1171460.05,1869291.603,41.7967988,-87.6467687,"(41.796798841613715, -87.64676874232413)"
36530,20-18-212-024-0000,5604 S HERMITAGE AVE,None,Owned by City,,,0,15,67,WEST ENGLEWOOD,RS-3,60636,8/1/2018,1165538.41,1867466.52,41.7919183,-87.6685358,"(41.7919183228646, -87.66853578738731)"
38191,20-20-316-019-0000,6943 S ASHLAND AVE,None,Owned by City,,,0,16,67,WEST ENGLEWOOD,RS-2,60636,8/1/2018,1166982.91,1858504.05,41.7672934,-87.663495,"(41.767293400676294, -87.66349504827521)"
35781,20-16-219-010-0000,5761 S LA SALLE ST,,Owned by City,7/30/1998,,0,20,68,ENGLEWOOD,RS-3,60621,1/8/2020,1176384.634,1866537.891,41.789133,-87.6287926,"(41.789133032110556, -87.62879263063414)"
63076,20-20-225-043-0000,1101 W MARQUETTE RD,,Owned by City,,,0,16,68,ENGLEWOOD,RS-3,60621,4/3/2019,1170058.153,1860470.851,41.7726243,-87.6521659,"(41.7726242755327, -87.65216589023113)"
14144,16-24-102-025-0000,1320 S TROY ST,None,Owned by City,,,0,24,29,NORTH LAWNDALE,RM-5,60623,7/10/2020,1155475.89,1893633.93,41.8639326,-87.7047315,"(41.863932580045976, -87.70473148983216)"
21660,20-23-107-007-0000,6325 S GREENWOOD AVE,None,Sold,,,0,20,42,WOODLAWN,PD 1287,60637,3/5/2019,1184607.187,1863182.193,41.7797359,-87.5987487,"(41.7797358527892, -87.59874871649785)"
19368,21-30-202-012-0000,7511 S SOUTH SHORE DR,CDOT,Owned by City,6/16/2009,,0,7,43,SOUTH SHORE,PD 1137,60649,10/29/2019,1196295.305,1856157.042,41.7601764,-87.5561321,"(41.76017639670924, -87.55613211916767)"
9663,16-22-221-005-0000,1411 S KARLOV AVE,,Sold,,,3275,24,29,NORTH LAWNDALE,RT-4,60623,5/22/2018,1149374.27,1892918.51,41.8620898,-87.727149,"(41.86208979457826, -87.72714897384212)"
62377,20-18-411-009-0000,6023 S HONORE ST,,Owned by City,,,0,15,67,WEST ENGLEWOOD,RS-3,60636,4/3/2019,1165093.422,1864628.979,41.7841412,-87.6702477,"(41.78414118542511, -87.67024773133795)"
13873,16-23-111-027-0000,1329 S INDEPENDENCE BLVD,,Sold,,,9590,24,29,NORTH LAWNDALE,RT-4,60623,5/22/2018,1151610.877,1893437.325,41.8634699,-87.718925,"(41.86346985520344, -87.71892503507381)"
13110,16-23-205-014-0000,1221 S CHRISTIANA AVE,,Sold,,,3123,24,29,NORTH LAWNDALE,RT-4,60623,5/22/2018,1154322.36,1894241.28,41.8656223,-87.7089499,"(41.865622314470215, -87.70894985141263)"
62209,20-08-216-037-0000,1054 W 51ST ST,,Owned by City,,,0,20,61,NEW CITY,B3-2,60609,4/3/2019,1169910.291,1871027.811,41.801597,-87.6524014,"(41.801597014964585, -87.65240142496921)"
21851,25-28-109-003-0000,721 W 120TH ST,None,Owned by City,,,0,34,53,WEST PULLMAN,RS-3,60628,8/1/2018,1173580.578,1825196.355,41.6757489,-87.6402947,"(41.67574886734438, -87.64029468765204)"
11706,16-13-224-017-0000,2617 W GLADYS AVE,,Sold,,,2500,28,27,EAST GARFIELD PARK,M1-3,60612,5/22/2018,1158916.73,1898262.17,41.8765631,-87.6919733,"(41.87656309600718, -87.69197334327286)"
58968,16-15-425-002-0000,1147 S KOSTNER AVE,None,Owned by City,5/8/1998,,0,24,29,NORTH LAWNDALE,PD 1352,0,8/1/2018,1147264.624,1894655.485,41.8668969,-87.7348488,"(41.86689688236427, -87.73484879016804)"
58555,16-13-316-023-0000,3115 W ARTHINGTON ST,None,Owned by City,4/9/1975,,0,24,27,EAST GARFIELD PARK,RT-4,60612,8/1/2018,1155659.646,1895830.133,41.8699555,-87.7039978,"(41.8699555005177, -87.70399782336774)"
22268,25-25-207-047-0000,12254 S TORRENCE AVE,DPD - Open Space,Owned by City,,,0,10,51,SOUTH DEERING,POS-3,60617,5/22/2018,1195639.005,1824072.03,41.6721484,-87.5595942,"(41.67214837384113, -87.55959417910846)"
14340,20-03-115-016-0000,4155 S INDIANA AVE,,Sold,,,10572,3,38,GRAND BOULEVARD,RM-5,60653,5/22/2018,1178425.21,1877276.54,41.8185547,-87.6209842,"(41.818554720684574, -87.62098423878365)"
21553,20-23-105-027-0000,6431 S INGLESIDE AVE,None,Owned by City,7/31/1992,,0,20,42,WOODLAWN,RT-4,60637,1/8/2020,1183929.115,1862424.929,41.7776737,-87.6012582,"(41.777673720281044, -87.60125822097366)"
21351,20-21-213-023-0000,6504 S STATE ST,2FM,Owned by City,,,0,20,69,GREATER GRAND CROSSING,M1-2,0,5/16/2019,1177285.936,1861855.125,41.7762627,-87.6256292,"(41.7762627255256, -87.62562919693993)"
35573,17-19-100-013-0000,2352 W OGDEN AVE,2FM,Owned by City,,,0,28,28,NEAR WEST SIDE,C1-2,60608,5/16/2019,1160687.206,1894300.632,41.8656558,-87.6855825,"(41.865655774906315, -87.68558248323941)"
36666,20-08-417-024-0000,5302 S CARPENTER ST,DPD - Large Lots,Sold,,12/8/2017,0,20,61,NEW CITY,RS-3,60609,8/8/2018,1170117.658,1869609.67,41.797701,-87.6516822,"(41.79770096863752, -87.65168217501348)"
36432,20-15-402-006-0000,6029 S VERNON AVE,,Owned by City,1/1/1995,,0,20,42,WOODLAWN,RM-5,60637,1/8/2020,1180403.023,1865022.289,41.7848828,-87.6141051,"(41.78488277233285, -87.6141051480249)"
11113,16-12-419-008-0000,2561 W MAYPOLE AVE,None,Owned by City,,,0,27,28,NEAR WEST SIDE,M1-1,60612,5/22/2018,1159179.803,1900795.076,41.8835082,-87.6909378,"(41.88350822702103, -87.69093781104894)"
22159,25-25-207-009-0000,12221 S HOXIE AVE,DPD - Open Space,Owned by City,,,0,,,,,0,5/22/2018,0,0,0,0,"(0.0, 0.0)"
37499,13-36-310-044-0000,1804 N WHIPPLE ST,,Sold,,,0,1,22,LOGAN SQUARE,RS-3,60647,5/22/2018,1155473.131,1911877.592,41.913995,-87.7042506,"(41.91399499607282, -87.70425062956255)"
15234,20-02-404-078-0000,4458 S OAKENWALD AVE,,Sold,,,0,4,39,KENWOOD,POS-2,60653,5/22/2018,1185382.833,1875638.585,41.8138989,-87.5955132,"(41.81389894460474, -87.59551317333887)"
63472,25-28-103-041-0000,608 W 120TH ST,,Owned by City,,,0,34,53,WEST PULLMAN,RT-4,60628,4/3/2019,1174353.71,1825349.383,41.6761517,-87.6374603,"(41.676151701665354, -87.63746034216672)"
18820,20-08-113-044-0000,4844 S THROOP ST,DPD - Large Lots,Owned by City,,,0,20,61,NEW CITY,RS-3,60609,8/1/2018,1168385.865,1872465.78,41.805576,-87.6579506,"(41.805575965248735, -87.65795063087137)"
20164,20-35-112-002-0000,8007 S DOBSON AVE,None,Owned by City,,,0,8,44,CHATHAM,RS-3,60619,8/1/2018,1184712.621,1852055.475,41.7492006,-87.5987106,"(41.74920060621605, -87.59871056739661)"
37810,21-32-200-038-0000,8342 S BURLEY AVE,DPD - Large Lots,Sold,,3/20/2018,0,10,46,SOUTH CHICAGO,RT-4,60617,8/8/2018,1199170.375,1850112.13,41.743517,-87.545798,"(41.743516985837346, -87.5457979811315)"
24958,26-30-404-028-0000,12755 S CARONDOLET AVE,DPD - Open Space,Owned by City,,,0,10,51,SOUTH DEERING,RS-2,60633,6/15/2018,1198507.2,1820762.45,41.6629954,-87.549207,"(41.66299537178472, -87.5492069884796)"
24491,25-21-320-003-0000,11747 S HALSTED ST,None,Owned by City,,,0,34,53,WEST PULLMAN,RS-2,60628,8/1/2018,1173213.99,1826907.39,41.6804523,-87.6415862,"(41.680452309214765, -87.64158619849692)"
66013,20-23-408-012-0000,6846 S HARPER AVE,2FM,Owned by City,,,0,5,43,SOUTH SHORE,RT-4,60637,5/16/2019,1187690.479,1859738.914,41.7702144,-87.5875546,"(41.770214372318506, -87.58755459704211)"
36780,20-09-401-015-0000,5136 S PRINCETON AVE,None,Owned by City,,,0,3,37,FULLER PARK,RS-3,60609,8/1/2018,1175076.389,1870741.741,41.8006981,-87.633464,"(41.80069814154047, -87.63346401211956)"
37603,20-20-416-003-0000,6913 S RACINE AVE,,Owned by City,,,3125,6,68,ENGLEWOOD,C1-1,60636,5/22/2018,1169609.972,1858865.124,41.7682277,-87.6538553,"(41.76822768767153, -87.65385529944759)"
33875,25-27-114-018-0000,39 E 120TH PL,DPD - Large Lots,Owned by City,,,0,9,53,WEST PULLMAN,RS-3,60628,8/1/2018,1178825.565,1824843.158,41.6746623,-87.6211077,"(41.674662275425085, -87.6211076737165)"
21244,20-19-106-023-0000,6345 S HOYNE AVE,None,Owned by City,,,0,16,67,WEST ENGLEWOOD,RS-3,60636,8/1/2018,1163553.108,1862342.955,41.7779005,-87.6759592,"(41.77790049011774, -87.6759592028949)"
61969,20-14-316-019-0000,6218 S GREENWOOD AVE,None,Owned by City,,,0,20,42,WOODLAWN,RM-5,60637,4/2/2019,1184363.817,1863897.58,41.7817046,-87.5996186,"(41.78170463734123, -87.59961855163617)"
8662,16-10-103-020-0000,4607 W SUPERIOR ST,,Owned by City,4/24/2003,,0,28,25,AUSTIN,M1-1,60644,1/8/2020,1145371.106,1904467.743,41.8938589,-87.7415518,"(41.89385890198886, -87.74155182262069)"
58428,16-14-327-001-0000,3861 W GRENSHAW ST,None,Owned by City,11/8/1973,,0,24,29,NORTH LAWNDALE,RT-4,60624,8/1/2018,1150613.314,1894717.262,41.8670017,-87.7225536,"(41.86700168291085, -87.72255361723433)"
17102,20-16-204-033-0000,5659 S WENTWORTH AVE,,Sold,,,3666,3,68,ENGLEWOOD,B3-1,60621,5/22/2018,1176031.065,1867234.042,41.7910513,-87.6300682,"(41.79105128487029, -87.63006816367792)"
51120,20-29-424-034-0000,1140 W 79TH ST,2FM,Owned by City,,,0,17,71,AUBURN GRESHAM,B1-1,60620,5/16/2019,1169909.96,1852500.22,41.7507551,-87.6529402,"(41.75075505817321, -87.6529402290676)"
63349,20-18-405-007-0000,1709 W 59TH ST,,Owned by City,,,0,15,67,WEST ENGLEWOOD,RS-3,60636,4/3/2019,1165905.984,1865532.422,41.7866031,-87.6672429,"(41.78660311162866, -87.66724290108915)"
67616,20-08-428-001-0000,857 W 54TH ST,None,Not City Owned,,,2800,20,61,NEW CITY,RS-3,60609,7/2/2019,1171253.533,1868962.799,41.7959011,-87.6475357,"(41.79590109103491, -87.64753567784307)"
11599,16-12-322-004-0000,2849 W LAKE ST,None,Owned by City,,,0,27,27,EAST GARFIELD PARK,M1-2,0,5/22/2018,1157177.9,1900925.28,41.8839064,-87.6982854,"(41.88390640561697, -87.69828543182344)"
35436,17-19-100-011-0000,2358 W OGDEN AVE,2FM,Owned by City,,,0,28,28,NEAR WEST SIDE,C1-2,60608,5/16/2019,1160650.392,1894256.311,41.8655349,-87.6857189,"(41.86553491586473, -87.68571885557598)"
24714,25-10-324-002-0000,10207 S MICHIGAN AVE,,Owned by City,,,0,9,49,ROSELAND,C1-1,60628,5/22/2018,1179142.98,1837304.939,41.708852,-87.6195679,"(41.70885197506788, -87.61956794145378)"
37992,26-05-100-006-0000,8723 S BURLEY AVE,,Owned by City,,,0,10,46,SOUTH CHICAGO,RT-4,60617,5/22/2018,1199289.1,1847667.36,41.7368054,-87.545445,"(41.736805377220016, -87.54544498743579)"
24974,26-30-408-001-0000,12801 S CARONDOLET AVE,DPD - Open Space,Owned by City,,,0,10,51,SOUTH DEERING,RS-2,60633,6/15/2018,1198508.57,1820642.065,41.662665,-87.549206,"(41.66266498628306, -87.54920598059111)"
10531,16-22-206-026-0000,1234 S KOMENSKY AVE,DPD - Large Lots,Owned by City,,,0,24,29,NORTH LAWNDALE,RT-4,60623,8/1/2018,1149481.357,1894112.166,41.8653633,-87.7267249,"(41.865363253045416, -87.72672490950406)"
17442,20-16-220-020-0000,5817 S PERRY AVE,DPD - Open Space,Owned by City,,,0,20,40,WASHINGTON PARK,RS-3,0,6/15/2018,1176781.59,1866255.68,41.7883497,-87.6273456,"(41.78834968100488, -87.62734563231895)"
19619,20-26-121-015-0000,7339 S GREENWOOD AVE,DPD - Real Estate,Owned by City,3/20/2013,,0,5,69,GREATER GRAND CROSSING,RS-3,60619,6/29/2020,1184922.71,1856402.78,41.7611251,-87.5978045,"(41.761125118034094, -87.59780453476165)"
12897,16-23-127-030-0000,1530 S LAWNDALE AVE,,Sold,,,3128,24,29,NORTH LAWNDALE,RT-4,60623,5/22/2018,1151867.58,1892110.08,41.8598227,-87.7180176,"(41.85982269519822, -87.71801760833763)"
34708,25-17-330-046-0000,1222 W 110TH PL,None,Owned by City,,,0,34,75,MORGAN PARK,RS-3,60643,8/1/2018,1170027.61,1831600.077,41.6933994,-87.6531143,"(41.69339942689647, -87.65311425964995)"
34703,17-05-225-014-0000,,CDOT,Owned by City,,,,,,,,,3/29/2019,0,0,0,0,"(0.0, 0.0)"
62349,20-18-212-030-0000,5620 S HERMITAGE AVE,,Owned by City,,,0,15,67,WEST ENGLEWOOD,RS-3,60636,4/3/2019,1165599.591,1867317.772,41.7915088,-87.6683157,"(41.79150884255634, -87.66831566440251)"
50883,20-20-218-007-0000,6515 S ABERDEEN ST,None,Owned by City,6/12/2000,,0,6,68,ENGLEWOOD,RS-3,60621,4/3/2019,1170144.594,1861527.419,41.7755217,-87.6518183,"(41.77552174763033, -87.6518183297282)"
35876,20-17-416-043-0000,6101 S RACINE AVE,None,Owned by City,,,0,16,68,ENGLEWOOD,RS-3,60636,8/1/2018,1169461.008,1864280.891,41.7830924,-87.6542446,"(41.7830924455215, -87.65424456666024)"
15138,20-03-406-026-0000,744 E 44TH ST,,Owned by City,,,0,4,38,GRAND BOULEVARD,RT-4,60653,5/22/2018,1182138.039,1876090.478,41.8152148,-87.6074012,"(41.81521480400723, -87.60740119511945)"
19756,21-31-230-025-0000,8204 S HOUSTON AVE,DPD - Large Lots,Sold,,12/14/2017,0,7,46,SOUTH CHICAGO,RS-3,60617,8/8/2018,1197817.83,1851087.6,41.7462276,-87.5507212,"(41.746227609430505, -87.55072117552291)"
62921,20-17-419-010-0000,6119 S CARPENTER ST,,Owned by City,,,0,16,68,ENGLEWOOD,RS-3,60621,4/3/2019,1170459.99,1864131.46,41.7826607,-87.6505863,"(41.78266068177309, -87.65058633136503)"
51092,20-17-123-044-0000,5756 S RACINE AVE,None,Owned by City,6/26/2002,,0,16,67,WEST ENGLEWOOD,B1-1,60636,4/3/2019,1169269.306,1866378.264,41.788852,-87.6548867,"(41.788852039422984, -87.65488673125586)"
18826,20-08-115-046-0000,4852 S RACINE AVE,DPD - Large Lots,Owned by City,,,0,20,61,NEW CITY,RS-3,60609,8/1/2018,1169049.745,1872407.33,41.8054012,-87.6555175,"(41.80540122900424, -87.65551747176639)"
8648,16-09-426-002-0000,5047 W WASHINGTON BLVD,None,Owned by City,12/5/2003,,0,28,25,AUSTIN,RT-4,60644,2/21/2020,1142556.47,1899888.35,41.8813453,-87.7520031,"(41.88134530026206, -87.75200311528867)"
62397,20-17-308-043-0000,1524 W 61ST ST,,Owned by City,,,0,16,67,WEST ENGLEWOOD,RS-3,60636,4/3/2019,1167090.132,1864371.832,41.7833931,-87.6629344,"(41.783393054700134, -87.6629343688936)"
37760,20-29-415-022-0000,7614 S HALSTED ST,,Owned by City,,,0,17,71,AUBURN GRESHAM,B1-2,60620,5/22/2018,1172190.825,1854259.66,41.7555334,-87.6445304,"(41.755533386837946, -87.64453044137602)"
67051,25-16-423-025-0000,332 W 110TH ST,None,Not City Owned,,,3125,34,49,ROSELAND,RS-3,60628,7/2/2019,1175885.361,1832072.317,41.6945664,-87.6316537,"(41.69456638111109, -87.63165372509062)"
25067,26-07-163-020-0000,10108 S EXCHANGE AVE,DPD - Open Space,Sold,,10/10/2017,0,10,51,SOUTH DEERING,RS-2,60617,6/15/2018,1197459.008,1838440.108,41.7115308,-87.5524564,"(41.7115307912709, -87.55245636599531)"
33938,25-22-304-034-0000,136 E 116TH ST,None,Owned by City,,,0,9,53,WEST PULLMAN,RS-3,60628,5/22/2018,1179347.1,1827862.66,41.6829364,-87.6191072,"(41.68293639189034, -87.61910717191357)"
20228,20-29-303-014-0000,7532 S RACINE AVE,2FM,Owned by City,,,0,17,71,AUBURN GRESHAM,PD 576,60620,5/16/2019,1169442.896,1854902.522,41.7573574,-87.6545823,"(41.757357416564375, -87.65458232414109)"
21474,20-19-218-011-0000,6533 S WOLCOTT AVE,None,Owned by City,,,0,15,67,WEST ENGLEWOOD,RS-3,60636,8/1/2018,1164905.944,1861208.675,41.7747594,-87.6710317,"(41.77475938936486, -87.67103168053636)"
66200,16-04-430-023-0000,4826 W CHICAGO AVE,2FM,Owned by City,,,0,37,25,AUSTIN,B3-1,60651,5/16/2019,1143906.427,1904911.415,41.895104,-87.74692,"(41.89510398436521, -87.74692003006929)"
9469,16-15-415-017-0000,1133 S KOSTNER AVE,None,Owned by City,,,0,24,29,NORTH LAWNDALE,PD 1352,0,7/10/2020,1147313.553,1894752.662,41.8671626,-87.7346667,"(41.86716261255425, -87.73466667756298)"
35776,20-17-123-024-0000,5759 S ELIZABETH ST,None,Owned by City,,,0,16,67,WEST ENGLEWOOD,RS-3,60636,8/1/2018,1169073.443,1866364.664,41.788819,-87.6556053,"(41.788818958167184, -87.65560528360773)"
36338,20-18-412-006-0000,6015 S WOOD ST,None,Owned by City,,,0,15,67,WEST ENGLEWOOD,RS-3,60636,8/1/2018,1165474.83,1864728.98,41.7844075,-87.6688465,"(41.78440751995763, -87.66884650577158)"
66083,20-03-406-002-0000,741 E 43RD ST,2FM,Owned by City,,,0,4,38,GRAND BOULEVARD,B1-1,0,5/16/2019,1182117.867,1876576.146,41.816548,-87.6074601,"(41.816547982875676, -87.60746013940839)"
22005,25-24-414-002-0000,11903 S CALHOUN AVE,DPD - Open Space,Owned by City,,,0,,,,,0,5/22/2018,0,0,0,0,"(0.0, 0.0)"
17565,20-17-211-024-0000,5600 S MORGAN ST,,Owned by City,1/23/2006,,0,16,68,ENGLEWOOD,RS-3,60621,1/8/2020,1170505.22,1867641.04,41.7922904,-87.6503183,"(41.79229038683924, -87.65031828736834)"
50763,16-11-226-006-0000,3433 W FRANKLIN BLVD,None,Owned by City,3/19/1997,,0,27,23,HUMBOLDT PARK,RM-5,60624,4/3/2019,1153263.115,1903078.284,41.8898931,-87.7126038,"(41.88989306200848, -87.7126037931508)"
11242,16-13-201-007-0000,2617 W MADISON ST,None,Owned by City,,,0,27,27,EAST GARFIELD PARK,RM-5,60612,8/1/2018,1158924.955,1899820.54,41.8808392,-87.6919004,"(41.880839240455714, -87.69190038036655)"
35774,20-16-114-046-0000,5756 S LOWE AVE,DPD - Large Lots,Sold,,3/6/2018,0,20,68,ENGLEWOOD,RS-3,60621,8/8/2018,1172858.401,1866493.585,41.78909,-87.6417234,"(41.789090018285016, -87.64172340492436)"
