SYSTEMSTOP,OBJECTID,STREET,CROSS_ST,DIR,POS,ROUTESSTPG,OWLROUTES,STATUS,PUBLIC_NAM,Latitude,Longitude,Number,Street2,City,State,County,Zip
16018,5252,87TH STREET,BEVERLY COUNTRY CLUB,EB,MB,87,,1,Beverly Country Club,41.734553,-87.684836,8700,S Western Ave,Evergreen Park,IL,Cook County,60805
17644,5253,HOMAN,DIVISION,SB,FS,82,,1,Homan & Division,41.902498,-87.711419,3353,W Division St,Chicago,IL,Cook County,60651
5984,5254,HALSTED,12100 SOUTH RR CROSSING,SB,MB,"8A,108",,1,12100 S Halsted,41.673927,-87.641449,12105,S Halsted St,Chicago,IL,Cook County,60628
326,5255,ROOSEVELT,327 WEST,WB,MB,"12,18,N62",N62,1,327 W Roosevelt,41.867297,-87.634716,236,W Maxwell St,Chicago,IL,Cook County,60608
7276,5256,EWING,108TH STREET,SB,NS,30,,1,Ewing & 108th Street,41.699318,-87.535659,10746,S Ewing Ave,Chicago,IL,Cook County,60617
15414,5257,TAYLOR,V.A. MEDICAL CENTER,EB,MB,12,,1,V.A. Medical Center,41.868827,-87.679154,1001,W Taylor St,Chicago,IL,Cook County,60612
8821,5258,DAMEN,SUNNYSIDE,SB,NS,50,,1,Damen & Sunnyside,41.96343,-87.679363,4502,N Damen Ave,Chicago,IL,Cook County,60625
7603,5259,MICHIGAN,KENSINGTON,NB,NS,34119,N34,1,Michigan & Kensington,41.684046,-87.620442,11545,S Michigan Ave,Chicago,IL,Cook County,60628
2796,5260,79TH STREET,EAST END (east leg),EB,NS,79,N79,1,79th Street & East End,41.751766,-87.582946,1706,E 79th St,Chicago,IL,Cook County,60649
5100,5261,WALLACE,37TH STREET,NB,NS,44,,1,Wallace & 37th Street,41.826944,-87.640972,559,W 37th St,Chicago,IL,Cook County,60609
15141,5262,WESTERN,76TH STREET (north leg),NB,FS,49,N49,1,Western & 76th Street,41.755438,-87.682549,7601,S Western Ave,Chicago,IL,Cook County,60620
2848,5263,115TH STREET,RR CROSSING AT PERRY,WB,NS,115,,1,115th Street & Perry,41.685493,-87.624539,42,W 115th St,Chicago,IL,Cook County,60628
6339,5264,BLUE ISLAND,15TH STREET,NEB,NS,60,N60,1,Blue Island & 15th Street,41.86175,-87.657513,1258,S Blue Island Ave,Chicago,IL,Cook County,60608
15059,5265,WESTERN,PINK LINE STATION,SB,MB,"49,X49",N49,1,Western Pink Line Station,41.854137,-87.685975,2400,W 21st St,Chicago,IL,Cook County,60608
14418,5266,BRIDGE,MCCORMICK,SEB,NS,205,,2,Bridge & McCormick,42.057058,-87.702264,2101,Payne St,Evanston,IL,Cook County,60201
15395,5267,CICERO,BARRY,SB,FS,54,,1,Cicero & Barry,41.936646,-87.747106,3050,N Cicero Ave,Chicago,IL,Cook County,60641
1950,5268,CLARK,ARDMORE,NB,FS,22,N22,1,Clark & Ardmore,41.988221,-87.669375,1546,W Ardmore Ave,Chicago,IL,Cook County,60660
15707,5269,HARLEM,BERKSHIRE,NB,NS,90307318,,1,Harlem & Berkshire,41.902882,-87.805163,1235,N Harlem Ave,Oak Park,IL,Cook County,60302
6355,5270,HARBOR DRIVE,RANDOLPH,NB,MB,60,,1,Harbor Drive & Randolph,41.884968,-87.614801,155,N Harbor Dr,Chicago,IL,Cook County,60601
7645,5271,35TH STREET,LITUANICA (west leg),WB,NS,35,,1,35th Street & Lituanica,41.830936,-87.648277,3463,S Lituanica Ave,Chicago,IL,Cook County,60608
6597,5272,FULLERTON,e.of RED/BROWN/PURPLE LIN,EB,MB,"11,37,74",,1,Fullerton & Sheffield (Red/Brown/Purple Line),41.925286,-87.652816,943,W Fullerton Ave,Chicago,IL,Cook County,60614
7443,5273,31ST STREET,KARLOV,EB,NS,35,,1,31st Street & Karlov,41.836621,-87.727001,4101,W 31st St,Chicago,IL,Cook County,60623
17477,5274,MILWAUKEE,SPRINGFIELD,NWB,FS,56,,1,Milwaukee & Springfield,41.939709,-87.725352,3236,N Milwaukee Ave,Chicago,IL,Cook County,60618
3669,5275,HALSTED,88TH STREET,NB,NS,8A,,1,Halsted & 88th Street,41.734116,-87.643231,8805,S Halsted St,Chicago,IL,Cook County,60620
8914,5276,DAMEN,FULTON,NB,NS,50,,1,Damen & Fulton,41.886574,-87.676617,1959,W Fulton St,Chicago,IL,Cook County,60612
5947,5277,HALSTED,EVERGREEN,NB,NS,8132,,1,Halsted & Evergreen,41.906212,-87.647937,759,W Evergreen Ave,Chicago,IL,Cook County,60610
1686,5278,WESTERN,ESTES(south leg),NB,NS,49B,,1,Western & Estes,42.01077,-87.689771,7073,N Western Ave,Chicago,IL,Cook County,60645
12894,5279,PULASKI,108TH STREET,NB,NS,53A,,1,Pulaski & 108th Street,41.696451,-87.720275,10809,S Pulaski Rd,Chicago,IL,Cook County,60655
484,5280,MADISON,ST. LOUIS,WB,NT,20,N20,1,Madison & St. Louis,41.880623,-87.714135,3513,W Madison St,Chicago,IL,Cook County,60624
9613,5281,AUSTIN,HARVARD/ARTHINGTON,SB,FS,91,,1,Austin & Harvard/Arthington,41.868952,-87.77447,902,S Austin Blvd,Oak Park,IL,Cook County,60304
1824,5282,CLARK,CORNELIA,SB,NS,22,N22,1,Clark & Cornelia,41.945654,-87.655543,3504,N Clark St,Chicago,IL,Cook County,60657
14058,5283,LASALLE,WACKER-LAKE,SB,MB,1.34135E+11,,1,LaSalle & Wacker/Lake,41.886377,-87.632205,221,N La Salle St,Chicago,IL,Cook County,60601
2247,5284,KING DRIVE,78TH STREET,SB,FS,3,,1,King Drive & 78th Street,41.752814,-87.61529,7800,S Martin Luther King Jr Dr,Chicago,IL,Cook County,60619
5139,5285,WALLACE,3406 SOUTH,SB,MB,44,,1,3406 S Wallace,41.832605,-87.641567,3364,S Wallace St,Chicago,IL,Cook County,60616
8988,5286,PULASKI,SUNNYSIDE (south leg),SB,NS,53,,1,Pulaski & Sunnyside,41.962305,-87.728217,4448,N Pulaski Rd,Chicago,IL,Cook County,60630
7234,5287,SOUTH CHICAGO,DANTE,SEB,NS,30,,1,South Chicago & Dante,41.754213,-87.589928,7700,S South Chicago Ave,Chicago,IL,Cook County,60619
7275,5288,EWING,107TH STREET,SB,NS,30,,1,Ewing & 107th Street,41.701049,-87.535581,10656,S Ewing Ave,Chicago,IL,Cook County,60617
7547,5289,MICHIGAN,114TH STREET,SB,NS,34119,N34,1,Michigan & 114th Street,41.68721,-87.621205,11362,S Michigan Ave,Chicago,IL,Cook County,60628
4448,5290,ARCHER,GREEN,NEB,NS,"8,62",N62,1,Archer & Green,41.846437,-87.647325,2527,S Archer Ave,Chicago,IL,Cook County,60608
11673,5291,LEHIGH,KEOTA,SEB,NS,85A,,1,Lehigh & Keota,42.004203,-87.769644,6794,N Keota Ave,Chicago,IL,Cook County,60646
10480,5292,CICERO,FOREST GLEN,SB,NS,54A,,1,Cicero & Forest Glen,41.985927,-87.747972,5770,N Forest Glen Ave,Chicago,IL,Cook County,60646
9611,5293,AUSTIN,HARRISON,SB,FS,91,,1,Austin & Harrison,41.87249,-87.774815,1,Harrison St,Oak Park,IL,Cook County,60304
2201,5294,KING DRIVE,3400 SOUTH,SB,MB,3,,1,3400 S King Drive,41.832531,-87.6178,3411,S Calumet Ave,Chicago,IL,Cook County,60616
5174,5295,RACINE,61ST STREET,SB,NS,44,,1,Racine & 61st Street,41.783364,-87.654862,6058,S Racine Ave,Chicago,IL,Cook County,60636
5759,5296,HALSTED,CORNELIA,SB,NS,8,,1,Halsted & Cornelia,41.945712,-87.649643,800,W Cornelia Ave,Chicago,IL,Cook County,60657
2243,5297,KING DRIVE,74TH STREET,SB,FS,3,,1,King Drive & 74th Street,41.760098,-87.615479,7400,S Martin Luther King Jr Dr,Chicago,IL,Cook County,60619
12692,5298,RIDGE,GROVE,SB,NS,201,,1,Ridge & Grove,42.045433,-87.688955,1507,St Marks Ct,Evanston,IL,Cook County,60201
15351,5299,HALSTED,betw. RANDOLPH & WASHINGTON,SB,MB,8,,1,Halsted & Randolph/Washington,41.883794,-87.647693,120,N Halsted St,Chicago,IL,Cook County,60661
1533,5300,E HYDE PARK,ELLIS (west leg),WB,FS,"2,15",,1,E Hyde Park & Ellis,41.802565,-87.601983,5052,S Ellis Ave,Chicago,IL,Cook County,60615
14405,5301,DAVIS,BENSON,WB,NS,201205,,2,Davis & Benson,42.047203,-87.683272,821,Davis St,Evanston,IL,Cook County,60201
12210,5302,103RD STREET,SPRINGFIELD,WB,NS,103,,1,103rd Street & Springfield,41.706116,-87.718201,10251,S Springfield Ave,Chicago,IL,Cook County,60655
10091,5303,69TH STREET,STEWART,WB,NT,67,,1,69th Street & Stewart,41.768766,-87.634961,401,W 69th St,Chicago,IL,Cook County,60621
2916,5304,111TH STREET,WALLACE,WB,NS,111,,1,111th Street & Wallace,41.692623,-87.637348,556,W 111th St,Chicago,IL,Cook County,60628
15418,5305,CHICAGO,ELIZABETH (west leg),WB,FS,66,N66,1,Chicago & Elizabeth,41.895974,-87.660317,1319,W Chicago Ave,Chicago,IL,Cook County,60642
12064,5306,LUNT,PAULINA,WB,FS,96,,1,Lunt & Paulina,42.009167,-87.672558,1700,W Lunt Ave,Chicago,IL,Cook County,60626
9343,5307,BELMONT,NATCHEZ (west leg),WB,NS,77,N77,1,Belmont & Natchez,41.938507,-87.788317,6456,W Belmont Ave,Chicago,IL,Cook County,60634
12606,5308,ADDISON,MARMORA,WB,NS,152,,1,Addison & Marmora,41.945606,-87.77388,5857,W Addison St,Chicago,IL,Cook County,60634
6830,5309,16TH STREET,SPAULDING,WB,NS,18,,1,16th Street & Spaulding,41.859244,-87.708171,1556,S Spaulding Ave,Chicago,IL,Cook County,60623
2677,5310,79TH STREET,SACRAMENTO,WB,MT,79,,1,79th Street & Sacramento,41.74954,-87.697711,7900,S Sacramento Ave,Chicago,IL,Cook County,60652
1265,5311,FULLERTON,KILPATRICK,WB,NS,74,,1,Fullerton & Kilpatrick,41.924653,-87.743677,4650,W Fullerton Ave,Chicago,IL,Cook County,60639
11818,5312,HARLEM,LELAND,NB,NT,90,,1,Harlem & Leland,41.965303,-87.807461,4660,N Harlem Ave,Harwood Heights,IL,Cook County,60706
5980,5313,HALSTED,122ND STREET,NB,NS,"8A,108",,1,Halsted & 122nd Street,41.672194,-87.641387,12201,S Halsted St,Chicago,IL,Cook County,60628
5292,5314,JEFFERY,86TH STREET,NB,FS,15,,1,Jeffery & 86th Street,41.739011,-87.575456,8559,S Jeffery Blvd,Chicago,IL,Cook County,60617
9130,5315,PULASKI,WAVELAND,NB,NS,53,N53,1,Pulaski & Waveland,41.948054,-87.727166,3953,W Waveland Ave,Chicago,IL,Cook County,60641
15499,5316,WESTERN,90TH STREET,NB,FS,95,,1,Western & 90th Street,41.730356,-87.681966,8951,S Western Ave,Chicago,IL,Cook County,60620
14262,5317,RIDGE,LEE,NB,NS,201206,,2,Ridge & Lee,42.035687,-87.686808,949,Ridge Ave,Evanston,IL,Cook County,60202
11733,5318,RIDGELAND,THOMAS,NB,NS,86,,1,Ridgeland & Thomas,41.899751,-87.784709,742,N Ridgeland Ave,Oak Park,IL,Cook County,60302
9976,5319,KEDZIE,101ST STREET(south leg),NB,NS,52A,,1,Kedzie & 101st Street,41.709058,-87.70112,3165,W 101st St,Evergreen Park,IL,Cook County,60805
5412,5320,BROADWAY,CULLOM,NB,NS,36,,1,Broadway & Cullom,41.960065,-87.653778,4267,N Broadway St,Chicago,IL,Cook County,60613
1913,5321,CLARK,DEMING (north leg),NB,NS,"22,36",N22,1,Clark & Deming,41.928628,-87.64207,2529,N Clark St,Chicago,IL,Cook County,60614
14313,5322,CHICAGO AVENUE,KEDZIE,NB,NS,205,,1,Chicago Avenue & Kedzie,42.03189,-87.678756,747,Chicago Ave,Evanston,IL,Cook County,60202
17288,5323,76TH STREET,DALEY COLLEGE,WB,MB,67,,1,76th Street & Daley College,41.754743,-87.723296,4015,W 76th St,Chicago,IL,Cook County,60652
17347,5324,79TH STREET,MUSKEGON (west leg),WB,FT,79,N79,1,79th Street & Muskegon,41.751688,-87.555677,7904,S Muskegon Ave,Chicago,IL,Cook County,60617
6605,5325,SEDGWICK,EVERGREEN (north leg),SB,NT,37,,1,Sedgwick & Evergreen,41.906759,-87.638176,1341,N Sedgwick St,Chicago,IL,Cook County,60610
5720,5326,IRVING PARK,LAVERGNE,WB,NS,80,,1,Irving Park & Lavergne,41.953634,-87.752061,4958,W Irving Park Rd,Chicago,IL,Cook County,60641
5005,5327,ONTARIO,ST. CLAIR,WB,NS,2157,,1,Ontario & St. Clair,41.893505,-87.622906,162,E Ontario St,Chicago,IL,Cook County,60611
14916,5328,BELMONT,RACINE,WB,FS,77,N77,1,Belmont & Racine,41.940086,-87.65932,1200,W Belmont Ave,Chicago,IL,Cook County,60657
611,5329,CHICAGO,LARRABEE,WB,NS,66,N66,1,Chicago & Larrabee,41.896789,-87.642515,530,W Chicago Ave,Chicago,IL,Cook County,60654
3225,5330,63RD STREET,MICHIGAN,WB,NS,63,N63,1,63rd Street & Michigan,41.780522,-87.621617,6253,S Michigan Ave,Chicago,IL,Cook County,60637
629,5331,CHICAGO,OAKLEY,WB,NS,66,N66,1,Chicago & Oakley,41.895968,-87.684248,2258,W Chicago Ave,Chicago,IL,Cook County,60622
487,5332,MADISON,SPRINGFIELD,WB,NT,20,N20,1,Madison & Springfield,41.880971,-87.723118,3858,W Madison St,Chicago,IL,Cook County,60624
6855,5333,CERMAK,MORGAN,WB,FS,21,,1,Cermak & Morgan,41.85287,-87.652333,2137,S Carpenter St,Chicago,IL,Cook County,60608
3222,5334,63RD STREET,KING DRIVE,WB,NS,63,N63,1,63rd Street & King Drive (Green Line),41.780446,-87.615449,400,E 63rd St,Chicago,IL,Cook County,60637
4846,5335,FOSTER,MARINE DRIVE,EB,NS,136146147,,1,Foster & Marine Drive,41.976548,-87.653152,916,W Foster Ave,Chicago,IL,Cook County,60640
11324,5336,MONTROSE,CICERO,EB,NS,78,,1,Montrose & Cicero,41.960553,-87.747999,4358,N Cicero Ave,Chicago,IL,Cook County,60641
4555,5337,55TH STREET,AUSTIN,EB,NS,55N,,1,55th Street & Austin,41.792332,-87.772246,6001,W 55th St,Chicago,IL,Cook County,60638
67,5338,JACKSON,CANAL,EB,NS,1121,,1,Jackson & Canal,41.877494,-87.640349,310,S Canal St,Chicago,IL,Cook County,60606
1383,5339,LINCOLN,IRVING PARK/DAMEN,SEB,NS,11,,1,Lincoln & Irving Park/Damen,41.954323,-87.679182,4000,N Lincoln Ave,Chicago,IL,Cook County,60618
6502,5340,WENTWORTH,33RD STREET,SB,NS,"24,31",,1,Wentworth & 33rd Street,41.834889,-87.631895,3250,S Wentworth Ave,Chicago,IL,Cook County,60616
14469,5341,CLARENDON,WILSON,NB,FS,148,,1,Clarendon & Wilson,41.965699,-87.650464,4600,N Clarendon Ave,Chicago,IL,Cook County,60640
7406,5342,SOUTH CHICAGO,69TH STREET,NWB,NS,30,,1,South Chicago & 69th Street,41.769547,-87.61029,6857,S St Lawrence Ave,Chicago,IL,Cook County,60637
1019,5343,SHERIDAN,GREENLEAF,SB,FS,147151,0,1,Sheridan & Greenleaf,42.009911,-87.662835,7022,N Sheridan Rd,Chicago,IL,Cook County,60626
5317,5344,STONY ISLAND,65TH STREET,NB,MT,"6,15,28",,1,Stony Island & 65th Street,41.77716,-87.58659,1558,E 65th St,Chicago,IL,Cook County,60637
9101,5345,PULASKI,CHICAGO,NB,NS,"53,N66","N53,N66",1,Pulaski & Chicago,41.895159,-87.725539,3953,W Chicago Ave,Chicago,IL,Cook County,60651
1068,5346,LAKE SHORE,ROSCOE,SB,FS,135146151,,1,Lake Shore & Roscoe,41.943292,-87.64066,,US 41,Chicago,IL,Cook County,60657
9752,5347,MILWAUKEE,GETTYSBURG/FOSTER (n.leg),NWB,NS,"85,85A",,1,Milwaukee & Foster,41.975553,-87.76707,5233,N Milwaukee Ave,Chicago,IL,Cook County,60630
1377,5348,LINCOLN,WILSON,SEB,NS,11,,1,Lincoln & Wilson,41.965066,-87.686032,2252,W Wilson Ave,Chicago,IL,Cook County,60625
5285,5349,JEFFERY,93RD STREET,NB,FS,"J14,15",,1,Jeffery & 93rd Street,41.726327,-87.575267,2000,E 93rd St,Chicago,IL,Cook County,60617
2464,5350,COTTAGE GROVE,93RD STREET,NB,NS,"4,N5,95",N5,1,Cottage Grove & 93rd Street,41.725553,-87.60423,9301,S Cottage Grove Ave,Chicago,IL,Cook County,60619
1512,5351,STONY ISLAND,60TH STREET,NB,NT,"6,15,28,",,1,Stony Island & 60th Street,41.78523,-87.586936,6020,S Stony Island Ave,Chicago,IL,Cook County,60637
14811,5352,BROADWAY,BELMONT,SB,FS,36,,1,Broadway & Belmont,41.939791,-87.644624,3174,N Broadway St,Chicago,IL,Cook County,60657
4264,5353,CALIFORNIA,35TH STREET,SB,FS,"35,94",,1,California & 35th Street,41.82983,-87.695061,3504,S California Ave,Chicago,IL,Cook County,60632
4396,5354,ARCHER,LOCKWOOD,NEB,NS,"62,62H",,1,Archer & Lockwood,41.796611,-87.755395,5729,S Archer Ave,Chicago,IL,Cook County,60638
1410,5355,LASALLE,EUGENIE,SB,FS,73156,,1,LaSalle & Eugenie,41.912552,-87.63354,1660,N La Salle Dr,Chicago,IL,Cook County,60614
1473,5356,LINCOLN,GRACE/WOLCOTT,NWB,NS,11,,1,Lincoln & Grace/Wolcott,41.950682,-87.676141,3801,N Lincoln Ave,Chicago,IL,Cook County,60613
14777,5357,HALSTED,ROOSEVELT,NB,FS,8,,1,Halsted & Roosevelt,41.86759,-87.646164,728,W Roosevelt Rd,Chicago,IL,Cook County,60607
15274,5358,HALSTED,MILWAUKEE/GRAND,NB,FS,8132,,1,Halsted & Milwaukee/Grand (Blue Line),41.891625,-87.64727,511,N Halsted St,Chicago,IL,Cook County,60642
17231,5359,HALSTED,76TH STREET,NB,FS,8,,1,Halsted & 76th Street,41.756394,-87.643798,7551,S Halsted St,Chicago,IL,Cook County,60620
2484,5360,COTTAGE GROVE,73RD STREET,NB,NS,4,,1,Cottage Grove & 73rd Street,41.762098,-87.605741,7300,S Cottage Grove Ave,Chicago,IL,Cook County,60619
9066,5361,PULASKI,28TH STREET,NB,NS,53,,1,Pulaski & 28th Street,41.840701,-87.724132,2759,S Pulaski Rd,Chicago,IL,Cook County,60623
4277,5362,CALIFORNIA,51ST STREET,SB,FS,94,,1,California & 51st Street,41.800798,-87.69422,5102,S California Ave,Chicago,IL,Cook County,60632
17067,5363,PAULINA,HARRISON,SB,FS,7,,1,Paulina & Harrison,41.873473,-87.669431,1714,W Flournoy St,Chicago,IL,Cook County,60612
10026,5364,KEDZIE,83RD STREET,SB,NS,52A,,1,Kedzie & 83rd Street,41.742629,-87.70255,8256,S Kedzie Ave,Chicago,IL,Cook County,60652
9081,5365,PULASKI,ROOSEVELT,NB,NS,53,,1,Pulaski & Roosevelt,41.865889,-87.724961,3955,W Roosevelt Rd,Chicago,IL,Cook County,60624
4211,5366,CALIFORNIA,WASHINGTON,NB,NS,94,,1,California & Washington,41.882648,-87.696498,2801,W Washington Blvd,Chicago,IL,Cook County,60612
3165,5367,KEDZIE,LAKE,NB,NS,52,,1,Kedzie & Lake (Green Line),41.884427,-87.706273,3200,W Lake St,Chicago,IL,Cook County,60624
17104,5368,COTTAGE GROVE,83RD STREET,SB,FS,4,,1,Cottage Grove & 83rd Street,41.74371,-87.605476,8300,S Cottage Grove Ave,Chicago,IL,Cook County,60619
17114,5369,JEFFERY,76TH STREET,SB,FS,15,,1,Jeffery & 76th Street,41.756914,-87.5763,7600,S Jeffery Blvd,Chicago,IL,Cook County,60649
17158,5370,HALSTED,45TH STREET,SB,FS,"8,44",,1,Halsted & 45th Street,41.81206,-87.645162,4513,S Halsted St,Chicago,IL,Cook County,60609
11135,5371,KIMBALL,IRVING PARK,SB,NS,82,,1,Kimball & Irving Park,41.954103,-87.713101,4006,N Kimball Ave,Chicago,IL,Cook County,60618
11534,5372,CENTRAL,ADDISON,SB,NS,85,,1,Central & Addison,41.946113,-87.767113,5600,W Addison St,Chicago,IL,Cook County,60634
15341,5373,MILWAUKEE,GRAND/HALSTED,NWB,FS,56,,1,Milwaukee & Grand/Halsted (Blue Line),41.891361,-87.648163,504,N Milwaukee Ave,Chicago,IL,Cook County,60642
11006,5374,KEDZIE,DIVERSEY,NB,NS,76,,1,Kedzie & Diversey,41.93179,-87.70721,3157,W Diversey Ave,Chicago,IL,Cook County,60647
8742,5375,DAMEN,48TH STREET,NB,NS,48,,1,Damen & 48th Street,41.806815,-87.674366,4759,S Damen Ave,Chicago,IL,Cook County,60609
11896,5376,KEDZIE,FOSTER,NB,NS,93,,1,Kedzie & Foster,41.975631,-87.708326,5159,N Kedzie Ave,Chicago,IL,Cook County,60625
5083,5377,RACINE,47TH STREET,NB,NS,44,,1,Racine & 47th Street,41.80851,-87.655491,1203,W 47th St,Chicago,IL,Cook County,60609
3319,5378,CICERO,63RD STREET,NB,FS,63W,,1,Cicero & 63rd Street,41.778792,-87.741606,4750,W 63rd St,Chicago,IL,Cook County,60629
2138,5379,KING DRIVE,63RD STREET,NB,FS,3,,1,King Drive & 63rd Street (Green Line),41.780446,-87.615449,400,E 63rd St,Chicago,IL,Cook County,60637
208,5380,HARRISON,MORGAN,WB,NS,"7,60",N60,1,Harrison & Morgan,41.874622,-87.65147,507,S Morgan St,Chicago,IL,Cook County,60607
2659,5381,79TH STREET,LOOMIS,WB,NS,79,N79,1,79th Street & Loomis,41.750568,-87.658398,7857,S Loomis Blvd,Chicago,IL,Cook County,60620
2846,5382,115TH STREET,MICHIGAN,WB,NS,115,,6,115th Street & Michigan,41.685537,-87.620465,11451,S Michigan Ave,Chicago,IL,Cook County,60628
975,5383,NORTH AVENUE,CICERO,WB,NS,72,,1,North Ave & Cicero,41.909419,-87.745884,4759,W North Ave,Chicago,IL,Cook County,60639
4096,5384,CORTLAND,ASHLAND,WB,FS,73132,,1,Clybourn Metra Station,41.916125,-87.668252,,I 94,Chicago,IL,Cook County,60622
11478,5385,RIDGE,CLARK,NWB,NS,84,,1,Ridge & Clark,41.990036,-87.6696,5957,N Clark St,Chicago,IL,Cook County,60660
2368,5386,STATE,HUBBARD,SB,NS,"29,36",,1,State & Hubbard,41.8903,-87.62829,6,W Hubbard St,Chicago,IL,Cook County,60654
3002,5387,CALIFORNIA,LOGAN (n. service drive),SB,NS,52,,1,California & Logan,41.928918,-87.697711,2800,W Logan Blvd,Chicago,IL,Cook County,60647
1792,5388,CLARK,DEVON,SB,NS,22,N22,1,Clark & Devon,41.998179,-87.670989,6400,N Clark St,Chicago,IL,Cook County,60626
651,5389,CHICAGO,KILDARE,WB,NS,66,,1,Chicago & Kildare,41.895525,-87.733323,4260,W Chicago Ave,Chicago,IL,Cook County,60651
10616,5390,55TH STREET,FRANCISCO,WB,FS,55,N55,1,55th Street & Francisco,41.793891,-87.696461,2900,W 55th St,Chicago,IL,Cook County,60632
5275,5391,100TH STREET,CRANDON,WB,FS,15,,1,100th Street & Crandon,41.713276,-87.567248,2321,E 100th St,Chicago,IL,Cook County,60617
12615,5392,ADDISON,NORMANDY,WB,NT,152,,1,Addison & Normandy,41.945401,-87.793275,3559,N Normandy Ave,Chicago,IL,Cook County,60634
4087,5393,ARMITAGE,ORCHARD,WB,NT,73,,1,Armitage & Orchard,41.918033,-87.645943,659,W Armitage Ave,Chicago,IL,Cook County,60614
1088,5394,LAKE SHORE,BURTON,SB,FS,151,,1,Lake Shore & Burton,41.909351,-87.626056,,US 41,Chicago,IL,Cook County,60610
2829,5395,COTTAGE GROVE,103RD STREET,SB,NS,4115,,1,Cottage Grove & 103rd Street,41.707089,-87.606119,10307,S Cottage Grove Ave,Chicago,IL,Cook County,60628
12364,5648,111TH STREET,HOYNE,WB,NS,112,,1,111th Street & Hoyne,41.692151,-87.673671,11073,S Hoyne Ave,Chicago,IL,Cook County,60643
11194,5649,CENTRAL PARK,OGDEN,SB,FS,82,,1,Central Park & Ogden (Pink Line),41.854002,-87.715017,1915,S Central Park Ave,Chicago,IL,Cook County,60623
3219,5650,63RD STREET,ST. LAWRENCE,WB,NS,63,N63,1,63rd Street & St. Lawrence,41.7805,-87.611018,558,E 63rd St,Chicago,IL,Cook County,60637
15136,5651,MADISON,PULASKI,WB,FS,20,N20,1,Madison & Pulaski,41.881128,-87.725895,4000,W Madison St,Chicago,IL,Cook County,60624
617,5652,CHICAGO,MAY/MILWAUKEE/BLUE LINE,WB,NS,66,N66,1,Chicago Blue Line Station,41.896472,-87.655048,1062,W Chicago Ave,Chicago,IL,Cook County,60642
12024,5653,95TH STREET,WOODLAWN,WB,NS,"N5,95,100",N5,1,95th Street & Woodlawn,41.722519,-87.594516,1200,E 95th St,Chicago,IL,Cook County,60619
210,5654,HARRISON,RACINE,WB,FS,"7, 755",,1,Harrison & Racine,41.873953,-87.657321,600,S Racine Ave,Chicago,IL,Cook County,60607
1278,5655,FULLERTON,AUSTIN,WB,NS,74,,1,Fullerton & Austin,41.924064,-87.775474,2401,N Austin Ave,Chicago,IL,Cook County,60639
14966,5656,PETERSON,KOSTNER,EB,FS,84,,1,Peterson & Kostner,41.989818,-87.73747,4329,W Peterson Ave,Chicago,IL,Cook County,60646
10547,5657,GARFIELD,INDIANA,EB,FS,55,N55,1,Garfield & Indiana,41.794195,-87.620502,203,E Garfield Blvd,Chicago,IL,Cook County,60637
14570,5658,DIVISION,KEDZIE,EB,FS,70,,1,Division & Kedzie,41.902467,-87.707048,1150,N Kedzie Ave,Chicago,IL,Cook County,60651
7503,5659,31ST STREET,KING DRIVE,WB,FS,31,,1,31st Street & King Drive,41.838047,-87.617916,3100,S Martin Luther King Jr Dr,Chicago,IL,Cook County,60616
17903,5660,60TH STREET,UNIVERSITY,WB,FS,2,,1,60th Street & University,41.785341,-87.598586,1121,E 60th St,Chicago,IL,Cook County,60637
17261,5661,103RD STREET,SEELEY (east leg),WB,NS,103,,1,103rd Street & Seeley,41.706265,-87.672063,2001,W 103rd St,Chicago,IL,Cook County,60643
10826,5662,71ST STREET,EUCLID (west leg),WB,FT,71,,1,71st Street & Euclid,41.76639,-87.578388,1900,E 71st St,Chicago,IL,Cook County,60649
15362,5663,ROOSEVELT,MICHIGAN/INDIANA,EB,MB,12130146,,1,Roosevelt & Michigan/Indiana,41.866811,-87.623581,1210,S Indiana Ave,Chicago,IL,Cook County,60605
4249,5664,CALIFORNIA,19TH STREET,SB,NS,94,,1,California & 19th Street,41.855757,-87.695308,1857,S California Ave,Chicago,IL,Cook County,60608
2316,5665,STATE,48TH STREET,NB,NS,29,,1,State & 48th Street,41.807308,-87.625538,4801,S State St,Chicago,IL,Cook County,60615
8895,5666,DAMEN,19TH STREET,NB,NS,50,,1,Damen & 19th Street,41.85558,-87.676097,2001,W 19th St,Chicago,IL,Cook County,60608
8925,5667,DAMEN,POTOMAC,NB,NS,50,,1,Damen & Potomac,41.904871,-87.677002,1255,N Damen Ave,Chicago,IL,Cook County,60622
15253,5668,COMMERCIAL,85TH STREET,NB,FS,"N5,26,71",N5,1,Commercial & 85th Street,41.741218,-87.5513,8483,S Commercial Ave,Chicago,IL,Cook County,60617
5896,5669,HALSTED,50TH STREET,NB,NS,8,,1,Halsted & 50th Street,41.803295,-87.64502,5001,S Halsted St,Chicago,IL,Cook County,60609
5578,5670,MILWAUKEE,KOSTNER,NWB,NS,56,,1,Milwaukee & Kostner,41.948243,-87.738528,3702,N Kostner Ave,Chicago,IL,Cook County,60641
5466,5671,MILWAUKEE,SAWYER (east leg),SEB,NS,"56,76",,1,Milwaukee & Sawyer,41.93032,-87.709828,2664,N Milwaukee Ave,Chicago,IL,Cook County,60647
